id,displayName,description,specialization,isMembershipLimitedToOwners,visibility,isArchived,createdDateTime
7948e0cc-2db0-4d7e-8f7b-6506abbe977b,NEP0875 - Florianópolis/SC - Centro,NEP0875 - Florianópolis/SC - Centro,educationClass,False,hiddenMembership,False,2021-01-20T07:15:58.811Z
c7ee03a6-b497-4615-968c-a4808e86cda9,Teste Próximos Eventos,Teste Próximos Eventos,educationClass,True,hiddenMembership,True,2021-01-22T19:49:23.316Z
ccecfc9c-88f4-4025-b620-e46b22f5d8b7,FLC0205LOD - Ter/Not - Brasil,FLC0205LOD - Ter/Not - Brasil,educationClass,False,hiddenMembership,True,2021-01-22T23:42:49.733Z
6910096d-f318-4ea7-bf8d-4283d106f3f6,FLC0074ECE - Seg/Not - Amazonas,FLC0074ECE - Seg/Not - Amazonas,educationClass,False,hiddenMembership,True,2021-01-22T23:42:48.883Z
409b48f6-8de7-4bbc-bccd-6daea816f477,Colegiado Fisioterapia 2021,Colegiado Fisioterapia 2021,educationClass,False,hiddenMembership,False,2021-01-27T23:37:31.831Z
d377b9d3-bafd-428e-889f-3b4316fde01c,Teste,Teste,educationStaff,False,private,False,2021-01-28T13:48:08.464Z
c443ab33-4d87-4977-970e-3770fe85e7ec,NEP0876 - Florianópolis/SC - Centro,NEP0876 - Florianópolis/SC - Centro,educationClass,False,hiddenMembership,False,2021-01-29T21:46:56.536Z
b452659a-361c-4e3d-973b-00bd52b06bf5,PCI0059 - Florianópolis/SC - Centro,PCI0059 - Florianópolis/SC - Centro,educationClass,False,hiddenMembership,False,2021-01-29T21:46:56.555Z
6277f6ab-8ac4-4531-807a-6a533fac463f,ADP0707 - Indaial/SC - Vitória Regia ( Centro Universitário  Leonardo da Vinci),ADP0707 - Indaial/SC - Vitória Regia ( Centro Universitário  Leonardo da Vinci),educationClass,True,hiddenMembership,False,2021-02-03T00:18:05.708Z
cf31bf8c-7b33-44b5-a8e1-ae06fd389a68,AES0706 - Manaus/AM - Chapada,AES0706 - Manaus/AM - Chapada,educationClass,True,hiddenMembership,False,2021-02-03T00:18:08.037Z
0bbd09a3-8b71-4c27-bbcd-420775f63b0c,AFL0680 - SANTO ANTONIO DE JESUS/BA,AFL0680 - SANTO ANTONIO DE JESUS/BA,educationClass,False,hiddenMembership,False,2021-02-03T00:18:05.165Z
21143a3e-e65b-4aaa-8b11-d0a0eee8710f,EDI0931 - CAPÃO DA CANOA/RS,EDI0931 - CAPÃO DA CANOA/RS,educationClass,False,hiddenMembership,False,2021-02-03T03:29:22.936Z
a6adca5b-7e79-4663-8435-9c2fcf1833c2,PPR0347 - BLUMENAU/SC,PPR0347 - BLUMENAU/SC,educationClass,False,hiddenMembership,False,2021-02-03T03:29:22.371Z
53c2cd7b-5fd2-46a7-bdae-91385c12f2d5,Integrate - Testes,Grupo de teste do projeto integrate,educationStandard,False,private,False,2021-02-03T12:30:26.683Z
868964f3-f06a-400f-b3ee-c0f770f74c60,NDE Fisioterapia,NDE Fisioterapia,educationClass,False,hiddenMembership,False,2021-02-03T14:58:27.469Z
4e5511c5-5998-4df9-a253-ba99b2c7627c,PSC0988 - Cafelândia/PR,PSC0988 - Cafelândia/PR,educationClass,True,hiddenMembership,False,2021-02-08T21:43:36.635Z
43d17e77-7810-4db9-bf0f-f9521864b0ee,PSC0989 - Cafelândia/PR,PSC0989 - Cafelândia/PR,educationClass,False,hiddenMembership,False,2021-02-08T21:43:36.513Z
2a3bc66e-5f33-46b5-8fb2-af20f66f694e,GEE0585 - BAIÃO/PA,GEE0585 - BAIÃO/PA,educationClass,False,hiddenMembership,False,2021-02-08T21:43:36.793Z
